engine_load,fuel_blend_percentage,nanoparticle_type,nanoparticle_concentration,injection_pressure,engine_speed,BTE,CO_emissions,NOx_emissions,HC_emissions,CO2_emissions,smoke_opacity
75,81.43867792687614,CeO2,16.17582600526698,220,1500,29.8604685393761,3.259194053264002,469.4923209437407,168.5820888904867,862.9643146796448,31.491218786142785
75,28.033475255141248,ZnO,67.68533715961249,220,2000,25.56062164557609,3.519572876674187,412.13156381235837,193.9485547087299,988.3868175988102,37.82331871476981
100,13.217965775387174,ZnO,79.95605345751461,200,1500,23.015145709954833,3.6086170070537253,368.9214511210628,221.16513095292055,997.519802325854,47.52627905711603
25,43.98556397138349,TiO2,52.221331710415846,200,1500,25.559587188720368,3.450308866821491,455.79078284234754,191.47222268395865,937.8867500772931,22.382472207195537
100,64.39565794476135,TiO2,77.94715195594323,180,2500,28.767299055793316,3.2375263721176557,463.9458764905605,176.87763432312454,934.342563606542,45.7513947638509
100,38.0951845023475,TiO2,93.42193580907124,220,1000,25.687238647068657,3.5582858500988497,409.53018701091077,202.677298018652,997.9926097458984,47.35686851227741
100,5.456540828269896,CeO2,76.95945106113561,200,1000,25.393947651083508,3.8685570349072576,345.0170903095834,210.0985462728453,1043.2197232698807,46.44306486067629
75,59.94611396587166,CeO2,37.843018042268,180,1000,29.40146098707245,3.177747214917843,457.566909723124,174.83689983337345,901.7495720675157,29.83627821928949
50,90.24032761106747,TiO2,60.56617372472822,180,1000,31.048579718873242,3.3048168179119397,495.55632517970105,172.05984429995047,879.9964912403112,27.013983992694854
25,38.32153659472517,CeO2,92.04431660736608,180,1000,22.757215945097407,3.3091591564451512,453.42932275356753,199.5280224641223,966.4302202653763,24.3890750778847
50,21.633277763082702,CeO2,50.418795293424346,200,2500,23.574097961237513,3.9223948188234776,402.6415972906533,197.69294006979973,979.255655674519,29.7350084751471
100,44.25773459328154,TiO2,71.35286454241434,200,1000,29.566548724845923,3.3706549315733043,417.53557239887004,193.5480917031734,940.727490027791,42.89921539843379
100,4.836271104878087,ZnO,51.89632526159853,200,1500,24.76640748663206,3.890424250365024,336.2019321050883,201.97353646025434,1013.4957329999793,47.293359707753005
50,82.04875844802748,CeO2,20.920974124632593,240,2500,32.616585377503455,2.814490108905975,488.08582149164005,163.32994796858773,855.1755890729082,25.27847294991759
50,82.63408109501867,CeO2,15.273787228864768,240,1500,30.26213836829739,2.754491242580483,479.3306550446458,171.1000793531543,875.9778381232753,23.87524976424825
50,58.800046342962844,ZnO,95.70465636658184,240,1000,27.425538636471806,3.4295084636074593,483.9240741094008,180.46454644626064,923.5964174447358,32.19721669581622
100,35.31028889383895,ZnO,65.12875960789862,200,2000,28.337867183289575,3.313986192708036,397.26403912340965,197.0104081376351,978.9417402523219,43.22138681853223
100,79.97833644457833,ZnO,19.34334218102424,200,1000,32.80795902883556,3.1178367063630197,431.24801220099124,165.29362018829642,890.0043414858831,42.41424514810884
25,55.46870247883672,TiO2,87.16947026228543,240,2500,26.415766445713974,3.4937200124646597,488.88493253522734,188.9651341968979,939.6395949632924,25.347681620605208
25,82.59323085500162,ZnO,57.0423822859732,220,1500,27.83320759398451,3.036102243047158,523.5262659954241,157.0366992254113,902.7276070703052,19.03772809884622
100,63.14587925830206,TiO2,79.4738901015886,220,2000,30.587611346780402,3.2040263611045803,436.6734586527625,181.89317229342802,904.2473347038862,42.32531036124236
50,78.44054732127972,ZnO,21.408057606287358,220,2000,28.876527271787747,2.545718301889968,483.37981160941433,168.08522648032636,889.3486946289875,23.062271736283048
50,59.856299321776,ZnO,91.62193886466275,220,2000,25.389343803214643,3.4956304951132156,470.371808360758,195.98159938801462,920.874046102726,30.89946596399532
25,41.41410682156662,TiO2,63.148189571382304,240,1500,24.167803328324933,3.549282901216876,469.3712396087487,189.05654928215228,958.0504598622161,23.05381662079257
100,95.79458599261376,TiO2,76.4434612674137,180,2500,32.92185352457642,3.0432033444680555,478.9857671796589,161.26400568789367,846.7209845298053,42.5061727908704
25,54.11138248788448,ZnO,12.824171921516768,180,2000,25.29718841692404,3.04130011715396,474.44649401796516,178.49028639052108,916.1852298581045,11.791489262817915
25,60.50895185405384,ZnO,38.377441017910286,220,1500,27.29836031520705,3.04227099658401,482.2577718407158,180.96696071896903,940.5942561444241,16.379377019355527
75,22.048763941474924,ZnO,34.07008729558705,200,1500,26.835016212618722,3.6971609154626552,378.3290517794507,193.03091328637709,970.1752511614374,36.76412498262032
75,62.565078942727645,CeO2,95.46354957590837,220,1000,27.77345517060897,3.4460916926756937,461.8806131875694,191.6974726806737,913.4238407718352,37.18124429800699
75,57.160764948294386,ZnO,26.680471199230247,220,1500,29.973387872516074,3.1182495310233147,434.5956412572917,172.00260413354147,904.7969699169936,30.263781644269656
50,18.483839794702494,TiO2,73.63465540426833,180,2500,22.240888943861663,3.3905480094715488,406.35911025861077,206.01640081398892,1017.0903172211877,32.728618721095124
100,5.958709735314372,CeO2,13.847818397436372,200,2500,25.11942020656953,3.1430302762627056,329.2968652591291,201.01655590866633,1002.5832435228729,41.37586467187678
100,60.43593197147711,TiO2,27.79156771248147,180,2000,30.438660096151636,3.499541356562036,408.9689064305865,170.48027654271164,949.2030702186561,37.4757943489475
100,76.36922693503206,CeO2,40.47376188289175,200,1500,32.66128448080217,3.104230640425235,461.07754477809857,169.96693948142604,883.0778654577298,42.217270631474655
100,52.34013709220082,CeO2,81.50552630872674,240,1500,28.522259173281984,3.6434736820789086,414.8627400595344,188.89922075981173,967.2215673193824,43.65798448132678
75,22.67726253196457,TiO2,81.09789220556203,180,1000,22.397747049547082,3.3549175886671057,386.1723498330811,197.666384403433,972.6014646963107,40.21279553627799
50,66.65219766930349,CeO2,95.73416755688457,240,1000,28.450169646664715,3.510750437882203,493.0261944727804,182.40117549972376,953.1090871583792,33.144693148749425
50,8.010572660960225,TiO2,92.50907524001963,240,1500,21.56468150312627,3.8256243647728683,380.8964761732035,214.5013117259263,1031.3553672909338,33.49251098045822
75,44.183370480195464,ZnO,17.336313554051472,220,1500,25.52409009631788,3.167123170391811,411.7406858346732,183.71429120705176,927.8531891624651,32.758776935171085
50,16.33667583984202,CeO2,84.68809499302263,200,1500,23.86049185382715,3.868144845429844,398.78134828788933,207.1544525386256,988.7197556780202,29.4794058585043
75,18.445905105988338,TiO2,50.60562215860151,180,1000,26.056448874430266,3.6045575830041567,387.26803789498894,204.3860570795111,982.7962167217349,38.33038201721304
100,20.229394915820365,CeO2,87.929748165676,220,1000,24.185433433360885,3.7721766976141495,374.8008249398491,212.28817680316115,1003.3362163235105,47.60074135106676
75,38.67070570439779,TiO2,18.035762637801753,180,2500,25.838347764738128,3.0271445609890897,394.54216039948994,184.17787711261857,946.9959550985949,34.87313907947511
100,5.115020562039763,ZnO,84.04921913566021,240,2000,24.97332018561057,3.991473834222376,351.15263127006847,224.98740979152134,1030.9177607531979,45.26293089047471
100,39.77934409290982,ZnO,24.367826710069686,180,2000,29.635048753795218,3.0458036425623494,391.35443545517387,189.75388127615753,973.5564634735965,38.17425931182161
25,51.170744711470086,CeO2,40.0457467062408,180,2000,26.048149444430855,3.0234402997106358,464.2830342841562,183.20313638193852,899.3573159501989,19.304794465571202
75,48.329428496632524,CeO2,12.596356026101951,220,2000,27.885605574252477,3.1004326235741586,412.572789011243,174.82388289294704,927.022970103103,29.064872731929928
25,38.27841004030405,TiO2,21.135527936842468,200,1000,23.863312645244825,2.970610076923622,453.0328047870139,188.728131464605,903.1442578574704,17.541334512985586
75,83.91466080707525,TiO2,50.11532968711444,180,1000,31.739199487150866,3.1465425502074496,485.0586232618573,166.50779723180722,872.9672818321401,32.05440211591166
75,14.53266924205041,CeO2,83.65045020710232,240,1500,22.889328050372544,4.0091538541892655,382.15709184186545,206.47447359107525,1022.5345865250285,39.53536435905689
25,50.5696743781374,TiO2,79.63027942285449,240,2500,24.079245211737938,3.3073675938996137,480.55337470823486,184.95651060735656,944.6602902422225,21.79954905459307
25,6.20414169565543,TiO2,31.17679855986819,220,2500,22.030724724535464,3.5436683623552034,395.46039074599867,201.09324831940918,1025.7666856371966,17.79629893400551
75,7.1155678877909745,TiO2,23.652140416235287,240,2000,24.970983177823616,3.554228119271761,368.1276631269926,194.3313097044831,1009.7745345277666,32.556596443210836
50,57.38658496770963,CeO2,45.0337116683593,180,1500,28.83883054884545,2.7577127914889563,442.543409746977,188.53949880728374,925.4953434839714,27.30538050949148
100,56.6018424887821,ZnO,89.49415124915963,200,1500,27.050848192776908,3.087128741557469,437.23604936861017,190.27161208228048,948.127648445163,43.21094384391228
25,87.8033512844457,ZnO,18.228256674670284,180,1000,29.16694390069374,2.857370176055444,521.9929625544218,155.40781203299647,841.2055562467215,16.003248794643095
100,55.78736756600732,TiO2,58.862260930991525,220,1500,29.05975086111187,3.314379833387027,413.9991686360869,184.83155154353136,925.1890584778014,41.143402593827695
50,95.97910204048502,CeO2,17.99267314627377,240,2500,31.720005724903896,2.5578740774691355,500.30013090991946,156.1691857543017,869.7394498916444,24.04751495029627
50,4.869484839992976,TiO2,52.319090904781504,180,2500,20.668697735326404,3.62552007926552,394.5472076076208,216.97129628199826,1013.545647966516,28.03449166709771
50,9.800768478074106,ZnO,21.411236094488405,180,1500,23.619059557767415,3.6511827816728735,379.0085663546957,204.38448233750825,976.9000894168455,28.445578143096363
25,4.40658615703814,TiO2,17.23032414994283,240,1000,23.235382531891,3.165459301325514,406.1445257676265,197.19768041998904,1023.7825238236961,18.712914955552097
50,18.527685033354004,ZnO,27.17643997572263,200,2500,22.616903529552772,3.8268519342949197,385.78510774975354,191.5459157181946,995.5561032105952,27.004490390589716
25,54.12701109416781,CeO2,32.97304174318896,200,1000,26.191749437583788,3.307980927845422,470.20776844510294,184.69645645728977,916.8557698337552,19.775897338277098
50,64.5572181427428,TiO2,34.863884121828235,200,1000,29.513400312225286,2.9488629889455438,461.6060826502197,173.53938307331777,886.214124519802,25.942329494986346
100,4.55851579486688,CeO2,68.07411525225996,240,2500,23.85670697998888,3.8711614863059105,343.0146105961569,203.6775714004714,1046.8684303137604,46.435830237711066
100,94.59708898455993,TiO2,14.948368806059314,180,1000,33.42746773871098,2.904748794241162,469.80499621879903,153.7896016352326,831.7256233993533,36.00498076197555
75,84.2165376650381,TiO2,17.272815391482773,220,2000,32.004420362707684,2.534711596986307,463.98699327170374,160.53633436927873,867.4653568109794,26.29585121956474
100,29.661248215709314,TiO2,26.98355453313404,180,2000,28.160227156064096,3.595108265223507,370.82721105814414,194.40257562700458,975.0891044144304,44.186427306127655
75,7.718753022646796,TiO2,88.48567622632798,240,2000,21.488700086997895,3.862352776339827,370.5383247892077,214.27764173279527,1029.1277158134453,39.08116093142483
100,16.98870732190573,TiO2,66.57444334569095,240,1500,26.403676764476167,3.799303182490047,371.5152250647228,200.753114820362,1016.7249900801046,47.257403006604726
25,12.694441375497266,CeO2,75.733269326916,180,2500,20.792280181404866,3.927067831013623,440.9804686066113,211.0864537397025,1010.8012274628429,24.54234070066147
100,12.328377929894685,CeO2,43.332594000189324,240,2000,24.699018106773714,3.6266855864126404,364.4511335845858,203.1373122688944,989.3704786682797,40.267123334498436
75,51.85616886657339,ZnO,29.189831416300077,180,1000,26.818524405238808,3.346045003707613,416.89587135129085,165.9571472390854,897.5372945565172,31.14329170706856
75,24.58474424934003,TiO2,13.416522486662153,180,2000,25.287102312178273,3.2364212910968053,376.14348023033466,192.9162981217144,977.3534295636802,33.361015030319074
50,35.81397165291445,ZnO,53.9682057974703,200,1000,24.39514104047074,3.407033932899371,429.39125756825274,187.75813979903097,956.0423189107181,26.46919409951807
25,98.95053333843225,CeO2,61.68528678045816,240,2500,28.71632996209635,2.664712440678584,526.5142045861932,161.34458934219225,854.6183980138543,16.772735547312404
100,68.43142489253448,ZnO,90.73025149399406,240,2000,30.502186353546577,3.1311646763677543,449.32759411340083,181.20849863768336,926.0838170051084,46.73563163666236
50,94.89806670470014,CeO2,89.38836808740946,200,2500,30.349098417024486,3.0361738428168255,533.9257452953318,159.08434729935115,876.8536819199604,29.15720326271322
100,14.255655503311559,TiO2,48.22166426250295,200,2000,26.441906290701894,3.7684841329432475,355.6842420084376,204.43203431967748,992.4264616684427,46.16259360507597
100,38.21394748325693,ZnO,48.12201361031159,200,1000,28.57376366217471,3.101061238348613,390.7786117824071,183.41834068442276,948.4205485112639,42.27789690902583
50,55.47318032823543,ZnO,24.50106070442503,220,1000,26.91711923171668,3.1462925125807972,443.989981104782,175.1670237880611,913.6442762051115,21.362264625351703
50,7.675806188873802,ZnO,33.17040890583318,240,1500,22.290109150644103,3.823760373369753,377.9880666594598,201.32663706263776,966.7106207500914,26.067330459456038
50,0.41874436279578653,ZnO,93.30972186888023,180,1500,19.93024572911801,4.226222848698892,383.8601987502503,209.99078179909023,1011.5588937799836,34.843572780732906
50,67.04343337969175,TiO2,22.69324098416819,180,1500,27.153974446239577,2.9200420021137385,456.9748489193971,175.66724669052033,901.1055301324232,22.879976592485125
50,64.18195168014353,CeO2,97.18295920692864,180,2000,27.358192120447878,3.133462467353317,494.6947997119965,185.39373160383843,956.4341388503648,33.53273130899431
100,41.07888099996118,CeO2,55.42646951936768,240,2500,28.165166660706337,3.5001911215779926,414.0280952544309,189.00099483784774,962.3069982499236,41.360065068125195
50,48.96440760320326,TiO2,51.0946097290148,220,2000,25.766287407151417,3.354617632561351,442.6418717666078,186.5583155741211,961.471331745356,28.559172125973685
25,41.54430005920896,CeO2,25.717454261771906,240,1000,25.695435600165933,3.2128957419762263,439.8873810323418,182.57202032988653,948.6361000451719,16.88787965796839
75,2.4005044844888856,ZnO,69.53871254342327,240,2500,22.259613628027612,3.766523976593519,356.8958625769494,208.02890076491047,1037.0790121853158,37.96726333904776
50,33.537160621746246,TiO2,51.386096652602305,240,1000,26.058744011952204,3.488892693015101,415.95851784783133,187.751616655431,946.1723978941512,27.027230584621595
50,17.708225539728982,CeO2,43.35967611218991,240,1500,23.249061803242746,3.623834383035784,394.8482963992906,208.68782998526729,994.603183629211,26.39518360198138
100,9.842418910136875,TiO2,33.806459672676276,240,1000,24.013376205777462,3.4885852647515625,347.56090599852513,201.6449479438383,987.8662952849402,41.80238208258861
50,95.67204338893498,TiO2,15.983812271338477,220,2000,33.27006113180823,2.5796061306546503,520.322641980651,151.45324720191974,815.4274870355514,23.98840588188098
50,59.935972504216565,CeO2,56.73953048959862,200,1000,27.724233754339522,2.906308447194426,451.029621316107,183.0473907508986,929.9463199709564,33.616807992131854
50,72.86562842366027,CeO2,38.1617499752773,180,1000,28.076653227126087,3.0237826673799764,490.20366870240946,175.72344593700078,891.276736326892,25.842725574017294
100,31.53637432661175,TiO2,73.70786827024949,240,1000,26.277184308552297,3.636099734578869,389.38304000756824,212.90268010778485,984.1945226415162,45.982845405969556
50,39.31471294940152,TiO2,75.11701210742372,240,2500,24.0995957683312,3.236548249146401,420.2287109530043,195.2729829298094,962.5331771615187,29.989783989348766
75,23.692399389672346,CeO2,39.889631038401674,240,1000,26.312669501042766,3.441279873291374,374.916573132619,193.57211448999254,1002.4671954947755,33.47259692898525
100,9.696567096542474,TiO2,70.22086152100849,180,1000,22.483057503066046,3.649397147641511,360.6780474332985,197.53244245564525,1028.251605921358,48.38504573076199
75,17.90316374415838,CeO2,33.280771625154486,220,1500,25.1529969880015,3.715588286506945,368.2640939562981,197.2884005605902,974.1603260786599,34.930642733064445
100,79.75140452964858,TiO2,75.44563536179376,180,1500,29.74825657914391,2.8262411794959768,458.384806680615,172.3758635097462,893.1443383390888,41.35242531719092
50,67.75458051837758,TiO2,11.44694309906998,220,2000,27.1611804043826,3.1036304687707816,463.77546245797976,168.87133459699953,861.3489533682074,26.498287334747605
75,54.69288759854769,TiO2,23.64478902867815,200,1500,29.156942710019997,3.325668911349884,440.9585799425452,177.7445542616965,894.9261008940842,35.91525072594956
100,47.508987286676806,CeO2,32.05077957166925,240,1000,27.899383102149443,2.699584633225937,388.1235787053165,188.73504497943506,922.9993326527486,42.06894374116821
25,92.24342836561244,ZnO,79.56419382878558,220,1500,29.580323505146097,3.103810549853809,548.6660701389933,170.7903840422699,876.5152867180913,18.588196127876966
50,7.273494777866841,CeO2,15.973862777596768,180,2500,23.87201317143209,3.608466270107695,388.435271752406,200.0367267936253,995.553648359911,24.538253441389354
100,28.060081323791596,TiO2,26.925142934397787,220,2000,26.820427256740405,3.049469541671207,360.3937529654915,192.24341152628656,961.9215812033809,39.13767282932618
25,34.9937853570714,ZnO,42.276169495467464,220,1500,24.392443243327552,3.2970395276760254,452.98496324237726,189.36498460995418,905.784774165372,23.744071589394228
100,78.24258122127878,ZnO,10.82574947376198,200,2000,34.08133572549253,2.684671451538381,435.36256213414924,170.06130491583482,845.1616778342619,34.833807912787364
25,99.25146201619714,TiO2,78.59088778369677,240,2000,28.644949773484267,2.7111587521122833,545.533026090435,168.11596185035935,851.5497186113132,19.18749268803418
50,24.067051475715306,CeO2,60.409463470492106,240,2000,24.560159574873317,3.433983900134305,410.91687810327306,203.883775613377,996.6396298188677,31.18679786914986
75,87.43073341370805,ZnO,91.06114483180156,180,2500,29.893890825267047,3.251095658840485,500.75511087123556,173.2809446443835,882.5113061221167,36.94451987689009
25,83.06227604317912,ZnO,12.792792929045088,180,1000,29.3037876915289,2.750206432621901,500.962463576549,155.62396423533062,858.019830082468,11.804764944758475
100,22.46573976417666,CeO2,34.42516153896882,200,2500,25.935495875840836,3.3287433993112026,373.1803110788894,190.7336839458838,971.7859059548092,43.465807170837735
50,39.933258019922256,CeO2,75.8126491693032,220,2000,24.391480325734314,3.250112831011311,438.2889866365576,202.68889163736736,988.5705787666483,34.10911585534269
25,40.96728692925191,ZnO,70.76344775040769,220,1500,23.57184917812831,3.6122919369650432,442.31880505794584,203.0402383196565,965.6833568522143,20.961774059343234
100,97.82206685265584,CeO2,31.87516965442371,180,1500,33.54554737183794,3.0198561452171733,475.5773932923647,153.65973069176152,835.0476025492968,36.91867763214281
100,18.089190137889833,ZnO,63.61189614712559,240,2500,25.405347136171166,3.593405033871552,353.4264801043548,198.20261286858212,1021.0518200368645,47.70219974236366
100,79.91579711047821,TiO2,81.43818877969784,220,1500,32.53144162788545,3.0897236209902044,461.68144166934866,180.2007011633608,888.7517865531548,45.650746645053694
25,33.419271417310995,CeO2,13.004263300115326,200,2000,22.954448411473123,3.741471543923531,437.71290449595995,183.50408564720652,942.0638033822463,14.932837046761493
25,73.08703457761604,ZnO,74.58655571824734,180,2000,27.495545074731247,3.3098246925989065,505.43302948835617,170.39602213087696,883.4705061048893,25.407371110957918
25,42.001100429566286,CeO2,32.6887358602578,220,1000,23.717942109806646,3.4639904529533654,435.63091440215607,179.30132870415153,951.6911100902846,16.872386613989647
75,57.835976311654,CeO2,95.30661596807191,240,2000,26.610175590272274,3.2834198397291,445.29398004286764,189.7693808501008,943.4738359173222,40.214564346417006
25,83.26117733261312,ZnO,58.43981992249975,240,1500,26.552117055304088,2.790342748129487,535.4092240454335,181.4359915345585,887.513434025092,16.483620061988955
25,80.41655649838842,TiO2,13.0047564368153,200,1000,30.10804667201122,3.018208215274877,506.42482375528374,170.88544191982197,882.9023215150287,16.409632271408505
25,86.64231835397001,ZnO,46.308755690429976,200,1500,28.746739872607762,2.956551181579414,532.4378825668421,162.9385390148377,894.1847115146762,15.778898532025684
75,5.961732534465902,CeO2,96.96806723975372,180,2500,21.507791225316858,3.9635742082900847,394.6808219373525,209.40020173428888,1032.7096873766893,40.92736002414078
25,69.20505530397449,ZnO,75.73356939197922,180,1000,26.78560323677051,3.2702259594833576,527.143179629356,178.33875434581864,916.4129926703228,20.02811841412483
100,13.998737672176286,CeO2,37.0431103317816,240,2000,25.310033313018685,3.890193999468474,354.22915538601166,199.55682241005624,996.4759905699044,39.39890808829573
25,41.5818568018411,ZnO,61.774056488247965,240,1000,25.274041587029696,3.246161674580782,458.07576504071926,192.04089371288455,960.240299771856,19.50214798136402
100,54.858841505468845,TiO2,63.91912200576366,220,2000,28.189669132672023,3.302702771001478,415.2099026295579,182.19333340493887,932.4676430154009,43.19154625096024
100,40.273948474683074,TiO2,12.10133447048892,220,2000,28.643992170430916,3.0213278097666088,385.0514574456551,179.31201120708616,951.4248891064227,36.58676995212539
100,51.961167580300746,TiO2,26.09500251242998,220,1500,30.524654620626407,3.1664728270986062,410.38267394512627,182.26364642196046,913.4920737113983,36.52314914741517
75,99.65263087986192,TiO2,59.659924448100504,200,2000,31.456635345953583,2.9620175358681005,514.4196464584892,160.3007331753942,878.3436541803709,33.54040542334043
75,13.521731371285473,ZnO,46.247730264162016,200,2000,23.715948061452114,3.6591312346380125,364.0008804447048,201.11067117131236,992.8430460454596,40.831005295917784
75,67.54560453364256,TiO2,27.10340330681447,220,2000,28.684886612719794,3.3066813783656324,439.4286682312421,172.91430708548816,880.8768065908921,32.639526719835615
25,39.600096638561524,ZnO,79.5401861377753,240,1500,22.75084796781593,3.3986937120214793,460.85204755305773,200.08401474548364,956.7338722363188,25.37604871258891
100,13.300979890732878,CeO2,54.009539261088634,180,2000,23.6956524996087,3.7464033951994096,356.1773979395136,205.11944262865268,995.2627282473832,44.83297390331428
75,15.873676337430954,CeO2,37.89758281301643,200,2500,23.51877836507628,3.78629457148292,391.33987434487574,202.57536412858133,990.2362767026889,35.72385301344238
75,94.92731062456168,CeO2,24.550961177417136,200,1500,31.442084365354596,2.5978610557392976,466.16277090488137,165.26416625336586,817.0533680151577,29.964990858274785
25,87.9601496711762,TiO2,65.00470265124677,220,2500,28.078046405305003,2.851960760660011,525.3709780547367,167.4169873286053,847.1497461817243,19.16113634264272
75,90.70419604150219,TiO2,69.96351723952338,180,1000,32.393239822254344,2.912235649971881,505.5012320933875,172.15567158353323,859.4091155449075,32.72378204349528
25,99.15327758273865,TiO2,70.26374949193857,200,1500,30.040019905560108,2.5704934355562075,539.79556460614,160.2485265323734,858.6618948481002,20.22300995342224
50,20.831539000851794,CeO2,29.82586242598325,180,2500,25.283773904776993,3.668003106936705,399.98219994605716,195.5259983006074,980.3434094914475,24.768664958527463
75,35.543933736406174,CeO2,63.58045665001169,200,1500,25.645484830838697,3.4946663625222096,421.9980868957374,192.34524825565074,963.7800898774595,35.81924770940425
50,66.92190299248666,CeO2,91.48658183725847,180,2000,26.465411526790263,2.950488742625799,494.4530617611633,185.60301830869216,927.0879762340286,26.744084044863897
25,48.38025398606472,CeO2,41.786884068668876,180,1500,25.12503964072682,3.1398525018403793,471.9329006323777,189.01936049681538,928.7132814844147,19.061102796852026
100,41.83895333783335,ZnO,28.969023937765968,200,1000,27.996990147926432,3.488776853290527,389.4203032064359,180.4933364106968,930.2918049721607,38.30064626962579
75,35.781124933559305,ZnO,79.49345644186857,180,2500,26.148917031894158,3.4739986826202536,418.7299055935445,203.87515175688182,985.866164182031,39.02776393139021
25,59.37806319434522,TiO2,25.919464614350623,240,1500,25.16489994150998,3.3496113945949864,478.5077048959833,174.46466041319806,908.910925695425,17.322887503155755
100,57.5593428640082,TiO2,32.83738483554028,200,2000,30.026840191441487,3.0340120615732205,410.87317370562977,177.83492254668118,918.4704788966146,39.36229999246551
100,16.14578340642401,CeO2,19.05799548807662,200,2500,27.73717386899863,3.144176438766916,358.2703674146124,192.11831312743695,980.3006053763581,37.687715743846574
50,47.173983751843906,ZnO,34.10868844672024,240,2500,25.614061630695343,2.7749639874637007,427.9240884555595,175.81584073025877,934.8128256211282,26.64562987012124
25,55.347177620984986,ZnO,46.930155959348056,180,2500,25.405004990983297,3.60097979797765,470.42710097659307,178.53560566253844,932.334756904703,22.330192930390986
100,57.02869387313905,TiO2,15.7742075748692,240,1000,28.66019613274174,2.844366655809835,418.676973957322,177.8622908159013,934.2700149145159,40.38731337068667
75,21.01071929123518,ZnO,88.45380198075705,200,2000,25.191388370407484,3.6144731973660535,378.3058287278812,201.87964547655446,999.6893582640081,41.692615423328824
75,74.22713922522868,TiO2,56.23073129950171,240,2000,29.94988167311759,3.016251483010873,469.63905749300295,176.78284188220903,885.4042346753864,33.25318320480917
50,2.5199094821069634,CeO2,62.92932686996774,180,2500,20.97334469841915,3.839394160279218,393.68471230832813,205.34956369200043,1048.207744001029,31.87154652123561
100,35.483185554316265,CeO2,43.415718079010894,240,1500,27.727426795047258,3.163939956971583,378.6005358293664,183.94292261715395,948.4172047756286,39.25137393284563
25,78.02126485356335,TiO2,70.28517065985207,200,2500,27.575397922166943,3.3268613660597435,522.2481609828038,172.0475245644766,894.5650261726161,18.33410470276111
75,56.389292105540235,CeO2,48.86035622659277,180,2000,27.71092285963314,3.241910023109884,440.4821861346789,178.6340667038267,914.0200030290482,36.5772190526885
100,26.116243251086026,CeO2,78.51823970853205,200,1000,24.636660649860232,3.876831205471408,389.28363961243076,208.78100329565964,1007.3374694581041,44.2739820935782
100,69.49531193430477,ZnO,83.92619291638665,200,1000,30.42491819492476,2.8279235394341846,449.5601772456215,186.75372940804186,912.150068373791,44.93166537669701
50,56.73909441560734,ZnO,70.46642006978705,220,2500,26.779412045013423,3.3825237595777957,477.72278739800606,183.00986526525008,920.53104288364,29.11064379905372
75,79.62436094563871,ZnO,54.22020572568075,200,1000,30.240297691284074,3.055395916380357,479.4292966803722,176.12880793870158,875.820134944865,30.560777337151748
75,73.50251861898234,ZnO,80.4042415542005,200,1000,29.186613703184925,3.1611838423477394,483.00534877707634,179.94890262892068,918.5430598583318,37.74622460481617
25,61.01079220362347,ZnO,54.48567802643642,180,1500,27.34198981294707,3.0575959563078654,495.95971331885005,174.37613857609958,917.8099145798747,22.524832752662416
75,48.8177675310814,TiO2,20.03589139326119,180,1000,28.521767654715084,2.8143172729765866,432.80418050007046,178.10711548133477,922.1751745598642,36.166699007272996
